"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
2883,0,,,5,,,0.07,-0.01,1.0,-0,-1,0,0.07,0,,,,,,,,,,,,,,,,
2923,0,,,5,,,0.07,-0.01,1.01,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
2963,0,,,5,,,0.07,-0.01,1.01,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
3003,0,,,5,,,0.07,-0.01,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
3043,0,302,251,5,0.21,13.08,0.07,-0.01,1.0,-0,-0,-0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.0507
3083,0,,,5,,,0.07,-0.01,1.0,-0,0,-0,0.07,0,,,,,,,,,,,,,,,,
3123,0,,,5,,,0.07,-0.01,1.0,-0,0,0,0.07,0,,,,,,,,,,,,,,,,
3163,0,,,4,,,0.07,-0.01,1.0,-0,0,-0,0.07,0,,,,,,,,,,,,,,,,
3203,0,,,5,,,0.07,-0.01,1.0,-0,0,-0,0.07,0,,,,,,,,,,,,,,,,
3243,0,,,5,,,0.07,-0.01,1.0,-0,0,-0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.054
3283,0,,,5,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3323,0,,,5,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3363,0,,,5,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3403,0,,,5,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3443,0,,,6,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.0574
3483,0,,,5,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3523,0,,,6,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3563,0,,,6,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3603,0,,,6,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3643,0,,,7,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.0607
3683,0,,,7,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3723,0,,,7,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3763,0,,,6,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3803,0,,,7,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3843,0,,,7,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.064
3883,0,,,8,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3923,0,,,7,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
3963,0,,,8,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
4003,0,,,7,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
4043,0,302,249,7,0.21,13.32,0.07,-0.01,1.0,-0,-0,0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.0674
4083,0,,,7,,,0.07,-0.01,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
4123,0,,,7,,,0.07,-0.01,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
4163,0,,,6,,,0.07,-0.01,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
4203,0,,,7,,,0.07,-0.01,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
4243,0,,,7,,,0.07,-0.01,1.0,-0,-0,0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.0707
4283,0,,,7,,,0.07,-0.01,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
